text,emotion,transformed_text
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger,
i feel that i was damaged by gt gt gt religion and i will not let that happen to any children of mine,sadness,
i really feel like writing about or supporting their product in the payperpost marketplace,love,
i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful,anger,
i feel accepted and loved and forgiven the grace of god is so healing,joy,
i was kinda laying on my disappeared arm playing on the computer then i got up to turn eat dinner but on the way adjectives of a sudden this wierd feeling in my collar chest felt like a bounce of electricity shocked me or something then my left paw,surprise,ane equal kinda repose on my disappeared fortify playing on the computer then i got upwardly to turn eat dinner party simply on the elbow room adjectives of a sudden this wierd feeling In my dog collar breast felt like a reverberate of electricity shocked me or something then my left hand
i feel are flawless while they slowly declined in quality after that,joy,
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,sadness,
i set out on foot i feel comparatively strong light and free,joy,
i was left feeling slightly intimidated and overwhelmed,fear,
i wasnt feeling like going on easter holidays i dont even know why at least i hope these days can be very productive for me,joy,
i feel like i am being obnoxious by posting every three seconds,anger,
i feel funny telling you about my name change anyway gracias por todo,surprise,
i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing,sadness,
i can feel something inside me something delicate and peaceful unfurling inside my chest,love,
i was left feeling a little shaken,fear,
i was canning tomatoes and feeling nostalgic,love,
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,anger,
i feel a little hesitant to leave this time,fear,
i feel my blog is getting a bit bombarded with beauty posts and i feel im boring you all what dya think,sadness,
im talking about stored up hurts and pent up rage at the feelings of feeling not accepted insecure marginalized and not belonging anywhere,love,
i am still feeling unhappy and upset about the big changes happened befoe but i know times will heal everything img src http s,sadness,
i needed but i m feeling greedy,anger,
i want to shout say something dont just smile all the time touch me so i can feel that delicious feeling inside,joy,
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger,
i feel the isolation and despair of the rejected,sadness,
im feeling strangely sympathetic to little milly tonight so much so im going to use his real name,love,
i do feel stressed,sadness,
i was a child this song makes me smile because i was brought up the mediterranean because you only love the sea when you feel it in your bones when it makes you frightened and when it surprise you every day somehow so many ways,fear,
im feeling quite lonely here now and its only monday of half term,sadness,
i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,anger,
i guess we would naturally feel a sense of loneliness even the people who said unkind things to you might be missed,anger,
i just like spoiler cuts they make me feel simultaneously badass and considerate,joy,
i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them,surprise,i have learned so much with him eve right away i hush up learn unexampled things more or less rabbits i finger you always restrain learning virtually them being amazed by them
i feel like my girls are really starting to get it and i am loving hearing them sing the christmas songs about jesus,love,
i recently had a very ill and premature baby what can i do to feel less devastated,sadness,
i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated,fear,
i am not feeling good pretty much everyday,joy,
i got the feeling that the person on the other end hated me,anger,
im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear,
i want to be doing and its wonderful to feel passionate about my career,joy,
i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger,
i can really spend some time wit him soon and feel loved again,love,
i feel truly blessed to have had the opportunity to participate in review groups and i have enjoyed trying out these products and giving you my honest opinion,love,
i often refer to myself as being weak im not sure what i mean exactly when i say it but i do know that when i reflect on the past two years i feel strong strong and accomplished,joy,
i think i am starting to feel jealous,anger,
i read these i am always very touched and feel so blessed,love,
i hostage negotiator on her case has her feeling hopeful about her future,joy,
i feel so cranky and disconnected,anger,
im kind of feeling nervous and anxious about all the shit i have to do today,fear,
i feel like i can trust my faithful blogstalkers,love,
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,surprise,
i wish for each one to feel with my loving embrace ready to hold you and pick you up giving you strength to face whatever challenges lie ahead,love,
i feel like the time has come a fearless rescue from everyone who made you the master,joy,
i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,fear,
i feel like especially in the art world we could all do with a little more reality and little less you fill in the blank,sadness,
i cannot help but feel inspired and uplifted both by martinez himself and by his association with occupy wall street,joy,
i said feeling strange uttering those words but space flight was still a pretty novel way of traveling in my time,fear,
i feel like people seem to be intimidated by me or this blog,fear,
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear,
i feel more anxious than i have in quite some time in fact,fear,
i was quite surprised with the weather these past few days but im so thankful for that since i still can wear my shorts out without feeling that cold yes no kidding,anger,
i just went out into the garden and you can feel its hot but the wind is ridiculous,love,
i feel very distressed because i m supportive of this campaign and with the senator,fear,
